Title,Authors,Publication Title,Year,Abstract,DOI,Link,Keywords,Citation Count,read,repeated,ACM,SCOPUS,SPRINGER,WOS
Runtime Verification for Visual Deep Learning Systems With Loss Prediction,B. Torpmann-Hagen; M. A. Riegler; P. Halvorsen; D. Johansen,IEEE Access,2025,"Deep neural networks often demonstrate remarkable performance on benchmarks, but have been shown to readily fail once they leave lab-conditions and are deployed in real-world conditions. This can be attributed to their sensitivity to minor changes in the nature of the data, typically referred to as distributional shifts. To address this, a growing body of work has emerged implementing distributional shift detectors, a form of runtime verification intended to detect when a neural network encounters data for which it is unlikely to predict correctly. These methods generally involve extracting features which characterize the degree to which a given point is out-of-distribution and setting a suitable threshold for this feature which sufficiently separates in-distribution and out-of-distribution data. In this paper, we advocate for a significant methodological shift from framing the detection of distributional-shift as a classification problem to framing it as a regression problem. We first justify this view through an empirical analysis of several popular methods of distributional shift detection, where we show that optimal thresholds for one type and severity of shift does not necessarily generalize to other shifts and that classification generally lacks the granularity and expressivity for use as a form of runtime verification in deployment scenarios. We then show that the relationships between the features these classifiers are based upon and network loss are often fairly strong. Motivated by these results, we perform a feasibility study wherein we train a generalized linear model on synthetically-augmented data, which we assess on instances of organic distributional shift in several domain-adaptation datasets. We attain promising results, with for instance, an average percentage error of 5% when predicting network loss for a polyp segmentation benchmark, equivalent to predicting intersection-over-union scores with an average error of only 0.03. We discuss the implications this has for practitioners and advocate for the continued development of loss-regression models as runtime monitors for deep learning systems.",10.1109/ACCESS.2025.3552157,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10930478,Deep learning;runtime verification;distributional shift detection;OOD detection;trustworthy AI,,yes,moved,no,no,no,yes
Robust Stochastically-Descending Unrolled Networks,S. Hadou; N. NaderiAlizadeh; A. Ribeiro,IEEE Transactions on Signal Processing,2024,"Deep unrolling, or unfolding, is an emerging learning-to-optimize method that unrolls a truncated iterative algorithm in the layers of a trainable neural network. However, the convergence guarantees and generalizability of the unrolled networks are still open theoretical problems. To tackle these problems, we provide deep unrolled architectures with a stochastic descent nature by imposing descending constraints during training. The descending constraints are forced layer by layer to ensure that each unrolled layer takes, on average, a descent step toward the optimum during training. We theoretically prove that the sequence constructed by the outputs of the unrolled layers is then guaranteed to converge for in-distribution problems. We then analyze the generalizability to certain out-of-distribution (OOD) shifts in the optimization problems being solved. Our analysis shows that the descending nature imposed by the proposed constraints is transferable under these distribution shifts, subject to a generalization error, thereby providing the unrolled networks with OOD robustness. We numerically assess unrolled architectures trained with the proposed constraints in two different applications, including the sparse coding using learnable iterative shrinkage and thresholding algorithm (LISTA) and image inpainting using proximal generative flow (GLOW-Prox), and demonstrate the performance and robustness advantages of the proposed method.",10.1109/TSP.2024.3489223,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10741959,Algorithm unrolling;deep unfolding;learning to optimize;constrained learning,1.0,,removed,no,no,no,yes
SALON: Self-supervised Adaptive Learning for Off-road Navigation,M. Sivaprakasam; S. Triest; C. Ho; S. Aich; J. Lew; I. Adu; W. Wang; S. Scherer,2025 IEEE International Conference on Robotics and Automation (ICRA),2025,"Autonomous robot navigation in off-road environments presents a number of challenges due to its lack of structure, making it difficult to handcraft robust heuristics for diverse scenarios. While learned methods using hand labels or self-supervised data improve generalizability, they often require a tremendous amount of data and can be vulnerable to domain shifts. To improve generalization in novel environments, recent works have incorporated adaptation and self-supervision to develop autonomous systems that can learn from their own experiences online. However, current works often rely on significant prior data, for example minutes of human teleoperation data for each terrain type, which is difficult to scale with more environments and robots. To address these limitations, we propose SALON, a perception-action framework for fast adaptation of traversability estimates with minimal human input. SALON rapidly learns online from experience while avoiding out of distribution terrains to produce adaptive and risk-aware cost and speed maps. Within seconds of collected experience, our results demonstrate comparable navigation performance over kilometer-scale courses in diverse off-road terrain as methods trained on 100-1000x more data. We additionally show promising results on significantly different robots in different environments. Our code is available at https://theairlab.org/SALON",10.1109/ICRA55743.2025.11128268,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11128268,,1.0,yes,moved,no,no,no,no
SeeABLE: Soft Discrepancies and Bounded Contrastive Learning for Exposing Deepfakes,N. Larue; N. -S. Vu; V. Struc; P. Peer; V. Christophides,2023 IEEE/CVF International Conference on Computer Vision (ICCV),2023,"Modern deepfake detectors have achieved encouraging results, when training and test images are drawn from the same data collection. However, when these detectors are applied to images produced with unknown deepfake-generation techniques, considerable performance degradations are commonly observed. In this paper, we propose a novel deepfake detector, called SeeABLE, that formalizes the detection problem as a (one-class) out-of-distribution detection task and generalizes better to unseen deepfakes. Specifically, SeeABLE first generates local image perturbations (referred to as soft-discrepancies) and then pushes the perturbed faces towards predefined prototypes using a novel regression-based bounded contrastive loss. To strengthen the generalization performance of SeeABLE to unknown deepfake types, we generate a rich set of soft discrepancies and train the detector: (i) to localize, which part of the face was modified, and (ii) to identify the alteration type. To demonstrate the capabilities of SeeABLE, we perform rigorous experiments on several widely-used deepfake datasets and show that our model convincingly outperforms competing state-of-the-art detectors, while exhibiting highly encouraging generalization capabilities. The source code for SeeABLE is available from: https://github.com/anonymous-author-sub/seeable.",10.1109/ICCV51070.2023.01921,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10376925,,25.0,yes,moved,no,no,no,yes
Segmentation Consistency Training: Out-of-Distribution Generalization for Medical Image Segmentation,B. Torpmann-Hagen; V. Thambawita; M. A. Riegler; P. Halvorsen; K. Glette,2022 IEEE International Symposium on Multimedia (ISM),2022,"Generalizability is seen as one of the major challenges in deep learning, in particular in the domain of medical imaging, where a change of hospital or in imaging routines can lead to a complete failure of a model. To tackle this, we introduce Consistency Training, a training procedure and alternative to data augmentation based on maximizing models’ prediction consistency across augmented and unaugmented data in order to facilitate better out-of-distribution generalization. To this end, we develop a novel auxiliary region-based segmentation loss function called Segmentation Inconsistency Loss (SIL), which considers the differences between pairs of augmented and unaugmented predictions and labels. We demonstrate that Consistency Training outperforms conventional data augmentation on several out-of-distribution datasets on polyp segmentation, a popular medical task.",10.1109/ISM55400.2022.00012,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10019618,Deep Learning;Generalizability;Segmentation;Data Augmentation;Loss Functions;Medical Imaging,3.0,yes,moved,no,no,no,no
"Percept, Memory, and Imagine: World Feature Simulating for Open-Domain Unknown Object Detection",A. Wu; C. Deng,2025 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR),2025,"To accelerate the safe deployment of object detectors, we focus on reducing the impact of both covariate and semantic shifts. And we consider a realistic yet challenging scenario, namely Open-Domain Unknown Object Detection (ODU-OD), which aims to detect unknown objects in unseen target domains without accessing any auxiliary data. Towards ODU-OD, it is feasible to learn a robust discriminative boundary by synthesizing virtual features. Generally, perception, memory, and imagination are three essential capacities for human beings. Through multi-level perception and rich memory about known objects, the characteristics of unknown objects can be imagined sufficiently, enhancing the ability of discriminating known from unknown objects. Inspired by this idea, an approach of World Feature Simulation (WFS) is proposed, mainly consisting of a multi-level perception, memory recorder, and unknown-feature generator. Specifically, after extracting the features of the input, we separately employ a Mamba and Graph Network to obtain the global-level and connective-level representations. Next, a codebook containing multiple learnable codewords is defined to preserve fragmented memory of known objects. Meanwhile, we perform a modulated operation on the memory to form the imagination bank involving unknown characteristics. Finally, to alleviate the impact of lacking supervision data, based on the multi-level representation and imagination bank, a dedicated unknown-feature generator is designed to recurrently synthesize outlier features deviating from in-distribution (ID) objects. The significant performance gains on four different detection tasks demonstrate the superiorities of our method. The code will be released at https://github.com/AmingWu/WFS.",10.1109/CVPR52734.2025.00441,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11093101,,,yes,no,no,no,no,no
Selective Cross-Correlation Consistency Loss for Out-of-Distribution Generalization,Z. Chen; W. Wang; Z. Zhao; F. Su; A. Men,2024 IEEE International Conference on Multimedia and Expo (ICME),2024,"Deep learning methods usually succeed in independent and identically distributed (IID) data distribution, but suffer from sharp performance decay in real-world out-of-distribution (OOD) data. OOD generalization emerges to alleviate the large distribution shift between source and target domains. Recently, domain-invariant learning has boosted the research on OOD generalization, but most methods indulge complex architectures and training strategies. Hence, we propose a simple yet effective Selective Cross-Correlation Consistency (SC3) loss to align the cross-correlation matrix of features from identical categories. Specifically, we design the Semantic-Oriented Selection (SOS) algorithm in SC3 loss to eliminate negative effects on spurious channels. Extensive experiments demonstrate that the SC3 loss achieves superior performance on multiple OOD scenarios, including domain generalization (DG) and single domain gener-alization (SDG) tasks. Also, our loss consumes negligible computational resource which conforms to real-world applications. Source code is available at https://github.com/znchen666/SC3.",10.1109/ICME57554.2024.10688222,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10688222,Cross-Correlation Consistenc Domain-Invariant Learning;Out-of-Distribution Generalization;Image Classification,,yes,moved,no,no,no,yes
SAR Ship OOD Detection Combining Deep Learning with Guidance and Constraint Mechanisms,Q. Ma; Z. Chen; Y. Zhang; Z. Ding; Q. Hua,2025 IEEE Radar Conference (RadarConf25),2025,"Synthetic Aperture Radar (SAR) [1] is an active ground detection system capable of performing all-weather, all-time surveillance of the Earth's surface [2]. However, the Out-Of-Distribution (OOD) [3] problem causes a significant degradation in the performance of traditional deep learning algorithms. This paper designs a SAR ship detection method combining deep learning with Guidance and Constraint mechanisms. Based on the original deep learning model, CFAR preprocessing results are introduced as guidance to assist the model in more accurately localizing and extracting more precise features. Additionally, the salient features of SAR are employed as a constraint mechanism to filter out irrelevant features. Experimental results show that the proposed method outperforms a pure deep learning model, especially when there are significant distribution differences between the training and validation sets. It demonstrates higher robustness and stronger generalization ability for out-ofdistribution (OOD) samples.",10.1109/RadarConf2559087.2025.11205048,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11205048,OOD;ship target detection;deep learning;CFAR,,,removed,no,no,no,no
"Scenario-Aware Framework for DL-Based CSI Feedback With Unified Training, Monitoring, and Updating",H. Li; X. Gu; Z. Du; J. Chen; Z. Liu; L. Zhang,IEEE Internet of Things Journal,2025,"The deep-learning-based (DL-based) channel state information (CSI) feedback faces significant challenges in open-world wireless communication systems, where CSI data are characterized by multiscenario diversity and high dynamics. These properties introduce distribution bias and distribution shift issues: the former leads to overfitting during model training, while the latter causes model degradation during deployment and catastrophic forgetting during updates. To address these challenges across the artificial intelligence (AI) lifecycle, this work proposes a unified scenarios-aware CSI feedback framework that operates throughout the training, monitoring, and updating phases. It includes: bias-resilient model training, which introduces CSI scenario awareness to enhance CSI reconstruction while mitigating overfitting; learnable-free out-of-distribution (OOD) detection for model monitoring, which identifies distribution shifts and enables efficient updates via in-distribution (ID) samples filtering; and forgetting-resistant model updating via a hybrid domain adaptation (HDA) strategy, which retains knowledge of known scenarios while improving CSI reconstruction in unseen scenarios. Extensive experiments demonstrate the superiority of the scenario-aware CSI feedback framework: it achieves up to 4.65 db normalized mean squared error (NMSE) improvement over its prototype in random bias setups dataset, enables responsive OOD detection using both Softmax and energy-based confidence functions with an average gain of 1 dB after updates on filtering ID samples, and facilitate adaptation to unseen scenarios (up to 0.30 similarity improvement) while preserving known knowledge (above 97.6% scenario-aware accuracy) even under significant scenario shifts.",10.1109/JIOT.2025.3585120,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11063393,channel state information (CSI) feedback;deep learning;domain adaptation (DA);FDD;massive multiple-input and multiple-output (MIMO);out-of-distribution (OOD) detection,,,removed,no,no,no,yes
Self-Assessment and Robust Anomaly Detection with Bayesian Deep Learning,G. Carannante; D. Dera; O. Aminul; N. C. Bouaynaya; G. Rasool,2022 25th International Conference on Information Fusion (FUSION),2022,"Deep Learning (DL) models have achieved or even surpassed human-level accuracy in several areas, including computer vision and pattern recognition. The state-of-art performance of DL models has raised the interest in using them in real-world applications, such as disease diagnosis and clinical decision support systems. However, the challenge remains the lack of trustworthiness and reliability of these DL models. The detection of incorrect decisions or flagging suspicious input samples is essential for the reliability of machine learning models. Uncertainty estimation in the output decision is a key component in establishing the trustworthiness and reliability of these models. In this work, we use Bayesian techniques to estimate the uncertainty in the model's output and use this uncertainty to detect distributional shifts linked to both input perturbations and labels shifts. We use the learned uncertainty information (i.e., the variance of the predictive distribution) in two different ways to detect anomalous input samples: 1) a static threshold based on average uncertainty of a model evaluated on the clean test data, and 2) a statistical threshold based on the significant increase in the average uncertainty of the model evaluated on corrupted (anomalous) samples. Our extensive experiments demonstrate that both approaches can detect anomalous samples. We observe that the proposed thresholding techniques can distinguish misclassified examples in the presence of noise, adversarial attacks, anomalies or distributional shifts. For example, when considering corrupted versions of MNIST and CIFAR-10 datasets, the rate of detecting misclassified samples is almost twice as compared to Monte-Carlo-based approaches.",10.23919/FUSION49751.2022.9841358,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9841358,Bayesian Deep Learning;Uncertainty Estimation;Anomaly Detection and Distributional Shift,3.0,yes,moved,no,no,no,no
Self-Supervised Modality-Agnostic Pre-Training of Swin Transformers,A. Talasila; M. Maity; U. D. Priyakumar,2024 IEEE International Symposium on Biomedical Imaging (ISBI),2024,"Unsupervised pre-training has emerged as a transformative paradigm, displaying remarkable advancements in various domains. However, the susceptibility to domain shift, where pre-training data distribution differs from fine-tuning, poses a significant obstacle. To address this, we augment the Swin Transformer to learn from different medical imaging modalities, enhancing downstream performance. Our model, dubbed SwinFUSE (Swin Multi-Modal Fusion for UnSupervised Enhancement), offers three key advantages: (i) it learns from both Computed Tomography (CT) and Magnetic Resonance Images (MRI) during pre-training, resulting in complementary feature representations; (ii) a domain-invariance module (DIM) that effectively highlights salient input regions, enhancing adaptability; (iii) exhibits remarkable generalizability, surpassing the confines of tasks it was initially pre-trained on. Our experiments on two publicly available 3D segmentation datasets show a modest 1-2% performance trade-off compared to single-modality models, yet significant out-performance of up to 27% on out-of-distribution modality. This substantial improvement underscores our proposed approach’s practical relevance and real-world applicability. Code is available at: https://github.com/devalab/SwinFUSE",10.1109/ISBI56570.2024.10635811,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10635811,self-supervision;multi-modal;domain adaptation;3D image segmentation,,yes,moved,no,no,no,yes
Semantic-Aware Message Broadcasting for Efficient Unsupervised Domain Adaptation,X. Li; C. Lan; G. Wei; Z. Chen,IEEE Transactions on Image Processing,2024,"Vision transformer has demonstrated great potential in abundant vision tasks. However, it also inevitably suffers from poor generalization capability when the distribution shift occurs in testing (i.e., out-of-distribution data). To mitigate this issue, we propose a novel method, Semantic-aware Message Broadcasting (SAMB), which enables more informative and flexible feature alignment for unsupervised domain adaptation (UDA). Particularly, we study the attention module in the vision transformer and notice that the alignment space using one global class token lacks enough flexibility, where it interacts information with all image tokens in the same manner but ignores the rich semantics of different regions. In this paper, we aim to improve the richness of the alignment features by enabling semantic-aware adaptive message broadcasting. Particularly, we introduce a group of learned group tokens as nodes to aggregate the global information from all image tokens, but encourage different group tokens to adaptively focus on the message broadcasting to different semantic regions. In this way, our message broadcasting encourages the group tokens to learn more informative and diverse information for effective domain alignment. Moreover, we systematically study the effects of adversarial-based feature alignment (ADA) and pseudo-label based self-training (PST) on UDA. We find that one simple two-stage training strategy with the cooperation of ADA and PST can further improve the adaptation capability of the vision transformer. Extensive experiments on DomainNet, OfficeHome, and VisDA-2017 demonstrate the effectiveness of our methods for UDA.",10.1109/TIP.2024.3437212,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10630651,Unsupervised domain adaptation;vision transformer;semantic-aware message broadcasting;adversarial-based feature alignment;self-training,1.0,yes,moved,no,no,no,yes
Perspectives of Calibrated Adaptation for Few-Shot Cross-Domain Classification,D. Kong; X. Yang; N. Wang; X. Gao,IEEE Transactions on Circuits and Systems for Video Technology,2025,"Current few-shot learning techniques predominantly leverage amortization techniques based on meta-learning frameworks, which effectively adapt to unknown tasks with limited examples. However, these approaches face significant challenges in cross-domain scenarios, where the data distributions between the source domain (training data) and the target domain (testing data) differ substantially. This domain shift can lead to models that overfit the global discriminative model while underfitting their local amortization on the adaptable few-shot structure. To mitigate this problem, our proposal makes an upgrade on Conditional Neural Adaptive Processes, reformulating its conditioning mechanism to better handle cross-domain adaptation. This results in calibrated amortization of task-specific feature extractors and the construction of a robust non-parametric classifier. In our implementation, we first employ generative modeling or deterministic self-attention to all labeled context features, establishing a strong task-level alignment that adapts the extractor across domains. Additionally, we introduce a novel channel-wise normalization to further enhance the adaptation process. Our experiments on the Meta-dataset benchmark demonstrate an average  $6.9\sim 9$ % improvement in out-of-distribution tasks, underscoring the effectiveness of exploiting calibrated adaptation in few-shot cross-domain classification.",10.1109/TCSVT.2024.3486455,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10735235,Visual classification;neural processes;few-shot learning;feature adaptation,2.0,no,yes,no,no,no,yes
Serverless Federated Learning in Multi-Cell Scenarios Robust to Test-Time Distribution Shifts,K. Cho; J. Park; A. Rizwan; M. Choi,2024 15th International Conference on Information and Communication Technology Convergence (ICTC),2024,"This paper introduces a novel serverless Federated Learning (FL) framework designed for multi-cell environments, addressing the significant limitations of traditional centralized FL methods, especially in dynamic settings with frequent test-time distribution shifts. Unlike conventional FL approaches that rely on a central cloud server, our framework decentralizes model training and aggregation entirely to edge servers, thereby reducing communication latency, improving scalability, and enhancing data privacy. The proposed framework incorporates additional hyperparameters of $\alpha$ and $\beta$ to control the tradeoff between personalization and generalization for the model aggregation process, while ensuring robust performances in out-of-distribution (OOD) tasks. Furthermore, the framework exhibits adaptability across varying numbers of clients in overlapping regions, making it a scalable and effective solution for real-world FL applications in environments with diverse and unreliable connectivity. Experimental results on the CIFAR-10 dataset demonstrate that our framework outperforms existing serverless and centralized FL methods, achieving superior personalization and accuracy even under challenging conditions.",10.1109/ICTC62082.2024.10827388,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10827388,Federated learning;Split learning;Personal model training,,yes,moved,no,no,no,no
Self-Supervised Learning and Nearest Neighbors for Out-of-Distribution Modulation Classification,Y. Tai; Y. Zeng; Y. Gong,IEEE Wireless Communications Letters,2025,"In non-cooperative communications, most modulation recognition tasks assume that the transmitted (training) signals and the received (test) signals are independent and identically distributed. However, the received signals may suffer from unknown impairments in practical communication systems, resulting in different data distributions between the test and training signals. Such test signals are regarded as out-of-distribution (OOD) signals. In this letter, we consider OOD scenarios with varying carrier frequency offset and varying sampling frequency and propose a new self-supervised method to improve the robustness of modulation recognition. The key idea is to use contrastive learning with information maximization to pre-train a feature extractor from unlabeled signals and leverage the feature space of the fine-tuned feature extractor with deep k-nearest neighbors to recognize modulation modes of the test signals. Experimental results show that our method has better representation and recognition accuracy than the baseline methods.",10.1109/LWC.2025.3545345,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10901963,Automatic modulation classification;self-supervised learning;out-of-distribution;k-nearest neighbors,1.0,,removed,no,no,no,no
Shape-biased CNNs are Not Always Superior in Out-of-Distribution Robustness,X. Qiu; M. Kan; Y. Zhou; Y. Bi; S. Shan,2024 IEEE/CVF Winter Conference on Applications of Computer Vision (WACV),2024,"In recent years, Out-of-Distribution (o.o.d) Robustness has garnered increasing attention in Deep Learning, and shape-biased Convolutional Neural Networks (CNNs) are believed to exhibit higher robustness, attributed to the inherent shape-based decision rule of human cognition. In this work, we delve deeper into the intricate relationship between shape/texture information and o.o.d robustness by leveraging a carefully curated ""Category-Balanced ImageNet"" dataset. We find that shape information is not always superior in distinguishing distinct categories and shape-biased model is not always superior across various o.o.d scenarios. Motivated by these insightful findings, we design a novel method named Shape-Texture Adaptive Recombination (STAR) to achieve higher o.o.d robustness. A category-balanced dataset is firstly used to pretrain a debiased backbone and three specialized heads, each adept at robustly extracting shape, texture, and debiased features. Subsequently, an instance-adaptive recombination head is trained to adaptively adjust the contributions of these distinctive features for each given instance. Through comprehensive experiments, our proposed method achieves state-of-the-art o.o.d robustness across various scenarios such as image corruptions, adversarial attacks, style shifts, and dataset shifts, demonstrating its effectiveness.",10.1109/WACV57701.2024.00232,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10484293,Algorithms;Machine learning architectures;formulations;and algorithms,,yes,moved,no,no,no,yes
Self-Supervised Visual Motor Skills via Neural Radiance Fields,P. Gesel; N. Sojib; M. Begum,2023 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),2023,"In this paper, we propose a novel network architecture for visual imitation learning that exploits neural radiance fields (NeRFs) and key-point correspondence for self-supervised visual motor policy learning. The proposed network architecture incorporates a dynamic system output layer for policy learning. Combining the stability and goal adaption properties of dynamic systems with the robustness of keypoint-based correspondence yields a policy that is invariant to significant clutter, occlusions, lighting conditions changes, and spatial variations in goal configurations. Experiments on multiple manipulation tasks show that our method outperforms comparable visual motor policy learning methods on both in-distribution and out-of-distribution scenarios when using a small number of training samples.",10.1109/IROS55552.2023.10341682,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10341682,,1.0,,removed,no,no,no,no
ROADS: Robust Prompt-Driven Multi-Class Anomaly Detection Under Domain Shift,H. Kashiani; N. A. Talemi; F. Afghah,2025 IEEE/CVF Winter Conference on Applications of Computer Vision (WACV),2025,"Recent advancements in anomaly detection have shifted focus towards Multi-class Unified Anomaly Detection (MUAD), offering more scalable and practical alternatives compared to traditional one-class-one-model approaches. However, existing MUAD methods often suffer from interclass interference and are highly susceptible to domain shifts, leading to substantial performance degradation in real-world applications. In this paper, we propose a novel robust prompt-driven MUAD framework, called ROADS, to address these challenges. ROADS employs a hierarchical class-aware prompt integration mechanism that dynamically encodes class-specific information into our anomaly detector to mitigate interference among anomaly classes. Additionally, ROADS incorporates a domain adapter to enhance robustness against domain shifts by learning domain-invariant representations. Extensive experiments on MVTec-AD and VISA datasets demonstrate that ROADS surpasses state-of-the-art methods in both anomaly detection and localization, with notable improvements in out-of-distribution settings.",10.1109/WACV61041.2025.00768,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10944164,visual anomaly detection;domain shift;multi-class anomaly detection;anomaly detection,2.0,yes,yes,no,no,no,yes
Single Domain Generalization via Normalised Cross-correlation Based Convolutions,W. Chuah; R. Tennakoon; R. Hoseinnezhad; D. Suter; A. Bab-Hadiashar,2024 IEEE/CVF Winter Conference on Applications of Computer Vision (WACV),2024,"Deep learning techniques often perform poorly in the presence of domain shift, where the test data follows a different distribution than the training data. The most practically desirable approach to address this issue is Single Domain Generalization (S-DG), which aims to train robust models using data from a single source. Prior work on S-DG has primarily focused on using data augmentation techniques to generate diverse training data. In this paper, we explore an alternative approach by investigating the robustness of linear operators, such as convolution and dense layers commonly used in deep learning. We propose a novel operator called ""XCNorm"" that computes the normalized cross-correlation between weights and an input feature patch. This approach is invariant to both affine shifts and changes in energy within a local feature patch and eliminates the need for commonly used non-linear activation functions. We show that deep neural networks composed of this operator are robust to common semantic distribution shifts. Furthermore, our empirical results on single-domain generalization benchmarks demonstrate that our proposed technique performs comparably to the stateof-the-art methods.1",10.1109/WACV57701.2024.00177,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10483833,Algorithms;Machine learning architectures;formulations;and algorithms,1.0,yes,moved,no,no,no,no
MiSSNet: Memory-Inspired Semantic Segmentation Augmentation Network for Class-Incremental Learning in Remote Sensing Images,J. Xie; B. Pan; X. Xu; Z. Shi,IEEE Transactions on Geoscience and Remote Sensing,2024,"With remote sensing images constantly being collected rapidly, the class-incremental semantic segmentation (CISS) task has attracted increasing attention. However, the semantic distribution shift problem of the background class in remote sensing images, which is a case of catastrophic forgetting, continues to limit available CISS algorithms. To address this challenge, we present a new memory-inspired semantic segmentation augmentation network (MiSSNet) for class-incremental learning in remote sensing images. The MiSSNet mainly includes two modules: the local semantic distillation (LSD) module and the class-specific regularization (CSR) module. LSD is a distillation structure that employs the local semantic features in retained memory to maintain correlation between pixels throughout the training process of incremental learning. It constructs a series of pixel-level correlation matrices and implicitly adjusts the semantic distribution shift problem of the background class. CSR is a classwise regularization term that utilizes the class-specific portion of the preserved memory to help the model keep repeating the learning of the old categories. It alleviates the background class shift problem by generating countless pixel-level instances of old classes. LSD and CSR work together to tackle the semantic distribution shift problem of background class from semantic information and class information aspects, respectively. In particular, MiSSNet only needs an additional single inference process for memory extraction and storage, and the whole algorithm does not add any new training parameters. Experimental results on three semantic segmentation datasets indicate the advantage of the proposed method.",10.1109/TGRS.2024.3360701,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10418153,Incremental learning;remote sensing images;semantic segmentation,8.0,,removed,no,no,no,no
ROSE: Relational and Prototypical Structure Learning for Universal Domain Adaptive Hashing,X. Yang; H. Wang; J. Sun; Y. Xiao; W. Xiang; C. Chen; X. -S. Hua; X. Luo,IEEE Transactions on Information Forensics and Security,2024,"As an important problem in searching system development, domain adaptive retrieval seeks to train a retrieval model with both labeled source samples and unlabeled target samples. Although several domain adaptive hashing algorithms have been proposed to handle the problem with high efficiency, they often presume that source and target domains share all classes. However, prior knowledge about the label space on the target domain is hard to obtain in reality. To tackle this, we study a novel and challenging problem of universal domain adaptive retrieval, which evidently increases the difficulty of effective domain alignment. In this paper, we propose a hashing method named Relational and prOtotypical Structure lEarning (ROSE) to solve the problem. In particular, to overcome domain shift, we construct a relational structure depicting cross-domain similar pairs based on ranking statistics, then learn from the structure by maximizing the similarity between similar pairs compared with challenging negatives. Moreover, target private samples are detected using the min-max criterion, which helps to construct hashing prototypes in the Hamming space. On this basis, we combine prototypical structure learning with online clustering in the Hamming space, which improves target semantic learning under label deficiency. Extensive experiments on several benchmarks demonstrate that our proposed ROSE significantly outperforms a wide range of state-of-the-art methods. Our source code is available at https://github.com/WillDreamer/Rose.git.",10.1109/TIFS.2024.3444319,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10637714,Image retrieval;deep hashing;out-of-distribution retrieval,1.0,,removed,no,no,no,no
Sharp Analysis of Out-of-Distribution Error for “Importance-Weighted” Estimators in the Overparameterized Regime,K. -W. Lai; V. Muthukumar,2024 IEEE International Symposium on Information Theory (ISIT),2024,"Overparameterized models that achieve zero training error are observed to generalize well on average, but degrade in performance when faced with data that is under-represented in the training sample. In this work, we study an overparameterized Gaussian mixture model imbued with a spurious feature, and sharply analyze the in-distribution and out-of-distribution test error of a cost-sensitive interpolating solution that incorporates “importance weights”. Compared to recent work [1], [2], our analysis is sharp with matching upper and lower bounds, and significantly weakens required assumptions on data dimensionality. Our error characterizations apply to any choice of importance weights and unveil a novel tradeoff between worst-case robustness to distribution shift and average accuracy as a function of the importance weight magnitude11An extended version of this paper is available at https://arxiv.org/abs/2405.06546..",10.1109/ISIT57864.2024.10619252,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10619252,,,,removed,no,no,no,no
