Authors,Title,Year,Publication Title,Citation Count,DOI,Link,Abstract,Keywords,Type,read,repeated,ACM,IEEE,SPRINGER,WOS
"Chen, Y.; Wu, Y.; Wang, T.; Zhang, S.; Zhu, D.; Liu, C.",Mitigating covariance overfitting in out-of-distribution detection through intrinsic parameter learning,2025,Knowledge-Based Systems,1,10.1016/j.knosys.2025.113318,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105000304616&doi=10.1016%2Fj.knosys.2025.113318&partnerID=40&md5=c661c979ccd73cd8c87f914a4c0ff59f,"Detecting out-of-distribution (OOD) samples is essential for ensuring model robustness, as it helps identify novel class instances and minimizes errors caused by unfamiliar inputs. However, current OOD detection methods often overfit to the covariance information of in-distribution (ID) training data, neglecting the intrinsic semantic relationships. When ID test samples undergo covariance shifts, OOD detectors may incorrectly classify them as OOD, resulting in degraded detection performance. In this paper, inspired by the lottery ticket hypothesis – which suggests that only a subset of parameters is crucial for generalization – we identify that only a portion of the model's parameters is necessary for capturing intrinsic semantic correlations and achieving effective OOD detection under covariance shifts. We refer to these as intrinsic parameters, while the remaining extrinsic parameters tend to overfit to covariance information. Building on this observation, we propose Intrinsic Parameter Learning (IPL), a method that mitigates the negative effects of covariance overfitting during training, thereby preserving intrinsic semantic information. Specifically, in each training iteration, we separate the parameters into intrinsic and extrinsic groups, applying distinct update strategies to each. Additionally, we decouple the influence of logits’ norms through constrained optimization to strengthen the intrinsic parameters. Extensive experiments demonstrate that IPL significantly enhances OOD detection performance in both near-OOD and far-OOD scenarios. Furthermore, IPL can be seamlessly integrated with state-of-the-art OOD detection methods. © 2025 Elsevier B.V., All rights reserved.",Covariance shift; Intrinsic parameter learning; Out-of-distribution detection,Article,yes,yes,no,no,no,yes
"Memar, B.; Russo, L.; Ullo, S.L.; Gamba, P.",An Object-Based Deep Learning Approach for Building Height Estimation from Single SAR Images,2025,Remote Sensing,0,10.3390/rs17172922,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105015746138&doi=10.3390%2Frs17172922&partnerID=40&md5=02023e7b990fe3a44f0c38a6c85155af,"The accurate estimation of building heights using very-high-resolution (VHR) synthetic aperture radar (SAR) imagery is crucial for various urban applications. This paper introduces a deep learning (DL)-based methodology for automated building height estimation from single VHR COSMO-SkyMed images: an object-based regression approach based on bounding box detection followed by height estimation. This model was trained and evaluated on a unique multi-continental dataset comprising eight geographically diverse cities across Europe, North and South America, and Asia, employing a cross-validation strategy to explicitly assess out-of-distribution (OOD) generalization. The results demonstrate highly promising performance, particularly on European cities where the model achieves a Mean Absolute Error (MAE) of approximately one building story (2.20 m in Munich), significantly outperforming recent state-of-the-art methods in similar OOD scenarios. Despite the increased variability observed when generalizing to cities in other continents, particularly in Asia with its distinct urban typologies and the prevalence of high-rise structures, this study underscores the significant potential of DL for robust cross-city and cross-continental transfer learning in building height estimation from single VHR SAR data. © 2025 Elsevier B.V., All rights reserved.",COSMO-SkyMed; deep learning; single high resolution; synthetic aperture radar (SAR); urban area,Article,,removed,no,no,no,no
"Liu, Y.; Tian, C.X.; Li, H.; Ma, L.; Wang, S.",NEURON ACTIVATION COVERAGE: RETHINKING OUT-OF-DISTRIBUTION DETECTION AND GENERALIZATION,2024,,6,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85192602137&partnerID=40&md5=5d4b01c84d9c160921334570e2cb7d2b,"The out-of-distribution (OOD) problem generally arises when neural networks encounter data that significantly deviates from the training data distribution, i.e., in-distribution (InD). In this paper, we study the OOD problem from a neuron activation view. We first formulate neuron activation states by considering both the neuron output and its influence on model decisions. Then, to characterize the relationship between neurons and OOD issues, we introduce the neuron activation coverage (NAC) - a simple measure for neuron behaviors under InD data. Leveraging our NAC, we show that 1) InD and OOD inputs can be largely separated based on the neuron behavior, which significantly eases the OOD detection problem and beats the 21 previous methods over three benchmarks (CIFAR-10, CIFAR-100, and ImageNet-1K). 2) a positive correlation between NAC and model generalization ability consistently holds across architectures and datasets, which enables a NAC-based criterion for evaluating model robustness. Compared to prevalent InD validation criteria, we show that NAC not only can select more robust models, but also has a stronger correlation with OOD test performance. Our code is available at: https://github.com/BierOne/ood_coverage. © 2025 Elsevier B.V., All rights reserved.",,Conference paper,yes,no,no,no,no,no
"Pan, F.; Wu, X.; Li, Z.; Luu, A.T.",Are LLMs Good Zero-Shot Fallacy Classifiers?,2024,,2,10.18653/v1/2024.emnlp-main.794,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85212327338&doi=10.18653%2Fv1%2F2024.emnlp-main.794&partnerID=40&md5=1ca5e61688d1dd59db2177766fd843aa,"Fallacies are defective arguments with faulty reasoning. Detecting and classifying them is a crucial NLP task to prevent misinformation, manipulative claims, and biased decisions. However, existing fallacy classifiers are limited by the requirement for sufficient labeled data for training, which hinders their out-of-distribution (OOD) generalization abilities. In this paper, we focus on leveraging Large Language Models (LLMs) for zero-shot fallacy classification. To elicit fallacy-related knowledge and reasoning abilities of LLMs, we propose diverse single-round and multi-round prompting schemes, applying different task-specific instructions such as extraction, summarization, and Chain-of-Thought reasoning. With comprehensive experiments on benchmark datasets, we suggest that LLMs could be potential zero-shot fallacy classifiers. In general, LLMs under single-round prompting schemes have achieved acceptable zero-shot performances compared to the best full-shot baselines and can outperform them in all OOD inference scenarios and some open-domain tasks. Our novel multi-round prompting schemes can effectively bring about more improvements, especially for small LLMs. Our analysis further underlines the future research on zero-shot fallacy classification. Codes and data are available at: https://github.com/panFJCharlotte98/Fallacy_Detection. © 2025 Elsevier B.V., All rights reserved.",,Conference paper,,removed,no,no,no,no
"Zheng, Y.; Ahn, H.; Park, E.",Art or Artifact? Segmenting AI-Generated Images for Deeper Detection,2025,,0,10.1145/3709022.3736544,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105019521656&doi=10.1145%2F3709022.3736544&partnerID=40&md5=d4bd9dfde20b5cd1c6c8d8c75274d134,"In recent years, generative models have made remarkable progress by producing images with highly realistic visual effects that are often indistinguishable from real photographs. These advances have driven innovation in creative fields, but have also introduced new risks and social concerns, making the detection of AI-generated images an increasingly important research topic. Among the various applications, the detection of AI-generated artworks has attracted particular attention. However, most existing approaches focus solely on image-level classification, overlooking fine-grained pixel-level analyses. This limitation reduces the effectiveness of partially detecting manipulated images. To address this issue, we propose a multitask learning framework for detecting AI-generated artworks. Our method jointly performs image-level classification and pixel-level segmentation, enabling the model to assess the overall authenticity of an image while precisely localizing the AI-generated regions. The experimental results demonstrate that this method enhances the classification accuracy of backbone models, yielding improvements of 1.97% for ResNet50 and 1.29% for the Vision Transformer. Moreover, the proposed approach improves generalization to out-of-distribution (OOD) data, with performance gains of 4.56% and 3.73% on ResNet50 and ViT, respectively. These results highlight the effectiveness and practical potential of incorporating pixel-wise supervision in the detection of AI-generated content. © 2025 Elsevier B.V., All rights reserved.",AI-generated Art Detection; DeepFake Art; Multi-Task Learning,Conference paper,,removed,no,no,no,no
"Zhu, L.; Yin, W.; Wu, F.; Gu, Q.; Wang, X.; Zhou, C.; Ye, N.",Bayes-CAL: Robust Cross-Modal Alignment by Bayesian Approach for Few-Shot OoD Generalization,2025,International Journal of Computer Vision,0,10.1007/s11263-025-02527-y,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105010625640&doi=10.1007%2Fs11263-025-02527-y&partnerID=40&md5=3324a54a480707ba2300475dbeeaa8c0,"Recently, fine-tuning large pre-trained models has yielded promising results in few-shot learning regime. However, their ability to generalize on two-dimensional Out-of-Distribution (OoD) data, characterized by correlation shift and diversity shift, remains largely unexplored. Recent studies demonstrate that even with a vast amount of data, few methods can beat the empirical risk minimization method (ERM) simultaneously on the two-dimensional OoD generalization. Consequently, OoD generalization in the few-shot regime emerges as a challenging area in model generalization research, where the OoD test performance suffers from the synergies of both data distribution shifts and overfitting few-shot samples. In this paper, utilizing informative natural language supervision, we investigate a novel Bayesian cross-modal image-text alignment learning method (Bayes-CAL) to address this issue, where only the texts representations are fine-tuned via image-text alignment in a domain-invariant manner under the proposed regularization. The Bayesian approach is essentially introduced to avoid overfitting the base classes observed in the training process and improve generalization to unseen classes. Under mild assumptions, we have theoretically demonstrated our Bayes-CAL method can achieve lower generalization errors under distribution shifts, compared to previous methods. To validate the effectiveness of the proposed Bayes-CAL, in addition to the extensive experiments on the image classification task, we also verify the OoD generalization performance on the object detection and instance segmentation tasks, addressing the gap in previous works on the challenging few-shot OoD generalization. Compared with recent CLIP-based methods, Bayes-CAL achieved state-of-the-art OoD generalization performance on these tasks with a large margin. More stable generalization performances on unseen classes of the Bayes-CAL are further demonstrated in the experiments. © 2025 Elsevier B.V., All rights reserved.",Alignment Learning; Few-Shot Learning; Out-of-Distribution Generalization; Variational Inference,Article,,removed,no,no,yes,yes
"Pocevičiūtė, M.; Ding, Y.; Bromée, R.; Eilertsen, G.",Out-of-distribution detection in digital pathology: Do foundation models bring the end to reconstruction-based approaches?,2025,Computers in Biology and Medicine,3,10.1016/j.compbiomed.2024.109327,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85208597980&doi=10.1016%2Fj.compbiomed.2024.109327&partnerID=40&md5=beb276308821b0d72289597325cdd4e8,"Artificial intelligence (AI) has shown promising results for computational pathology tasks. However, one of the limitations in clinical practice is that these algorithms are optimised for the distribution represented by the training data. For out-of-distribution (OOD) data, they often deliver predictions with equal confidence, even though these often are incorrect. In the pursuit of OOD detection in digital pathology, this study evaluates the state-of-the-art (SOTA) in computational pathology OOD detection, based on diffusion probabilistic models, specifically by adapting the latent diffusion model (LDM) for this purpose (AnoLDM). We compare this against post-hoc methods based on the latent space of foundation models, which are SOTA in general computer vision research. The approaches are not only evaluated on data from the same medical centres as the training set, but also on several datasets with data distribution shifts. The results show that AnoLDM performs similarly well or better than diffusion model based approaches published in previous studies in computational pathology but with reduced computational costs. However, our optimal configuration of an approach based on foundation models (kang_residual) outperforms AnoLDM on OOD detection on data not experiencing any covariate shifts, with an AUROC of 96.17 versus 91.86. Interestingly, AnoLDM is more successful at handling the data distribution shifts investigated in this study. However, both AnoLDM and kang_residual suffer substantial loss in the performance under the data distribution shifts, hence future work should focus on improving the generalisation of OOD detection for computational pathology applications. © 2024 Elsevier B.V., All rights reserved.",Deep learning; Digital pathology; Foundation models; Latent diffusion model; Out-of-distribution detection,Article,yes,no,no,no,no,no
"Tang, S.; Wu, J.; Fan, J.; Jin, C.",BENIGN OVERFITTING IN OUT-OF-DISTRIBUTION GENERALIZATION OF LINEAR MODELS,2025,,0,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105010196377&partnerID=40&md5=7f616b2cf5b34c8b76308f8a09755234,"Benign overfitting refers to the phenomenon where an over-parameterized model fits the training data perfectly, including noise in the data, but still generalizes well to the unseen test data. While prior work provides some theoretical understanding of this phenomenon under the in-distribution setup, modern machine learning often operates in a more challenging Out-of-Distribution (OOD) regime, where the target (test) distribution can be rather different from the source (training) distribution. In this work, we take an initial step towards understanding benign overfitting in the OOD regime by focusing on the basic setup of over-parameterized linear models under covariate shift. We provide non-asymptotic guarantees proving that benign overfitting occurs in standard ridge regression, even under the OOD regime when the target covariance satisfies certain structural conditions. We identify several vital quantities relating to source and target covariance, which govern the performance of OOD generalization. Our result is sharp, which provably recovers prior in-distribution benign overfitting guarantee (Tsigler & Bartlett, 2023), as well as under-parameterized OOD guarantee (Ge et al., 2024) when specializing to each setup. Moreover, we also present theoretical results for a more general family of target covariance matrix, where standard ridge regression only achieves a slow statistical rate of O(1/√n) for the excess risk, while Principal Component Regression (PCR) is guaranteed to achieve the fast rate O(1/n), where n is the number of samples. © 2025 Elsevier B.V., All rights reserved.",,Conference paper,,removed,no,no,no,no
"Liu, H.; Gong, S.; Ji, Y.; Wu, K.; Xu, J.; Gu, J.",Boosting LLM-based Relevance Modeling with Distribution-Aware Robust Learning,2024,"International Conference on Information and Knowledge Management, Proceedings",3,10.1145/3627673.3680052,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85209988328&doi=10.1145%2F3627673.3680052&partnerID=40&md5=f95fb8c6be4b1f0e5eeb28bb85b054f7,"Relevance modeling plays a crucial role in e-commerce search engines, striving to identify the utmost pertinent items corresponding to a given search query. With the rapid advancement of pre-trained large language models (LLMs), recent endeavors have leveraged the capabilities of LLMs in relevance modeling, resulting in enhanced performance. This is usually done through the process of fine-tuning LLMs on specifically annotated datasets to determine the relevance between queries and items. However, there are two limitations when LLMs are naively employed for relevance modeling through fine-tuning and inference. First, it is not inherently efficient for performing nuanced tasks beyond simple yes or no answers, such as assessing search relevance. It may therefore tend to be overconfident and struggle to distinguish fine-grained degrees of relevance (e.g., strong relevance, weak relevance, irrelevance) used in search engines. Second, it exhibits significant performance degradation when confronted with data distribution shift in real-world scenarios. In this paper, we propose a novel Distribution-Aware Robust Learning framework (DaRL) for relevance modeling in Alipay Search. Specifically, we design an effective loss function to enhance the discriminability of LLM-based relevance modeling across various fine-grained degrees of query-item relevance. To improve the generalizability of LLM-based relevance modeling, we first propose the Distribution-Aware Sample Augmentation (DASA) module. This module utilizes out-of-distribution (OOD) detection techniques to actively select appropriate samples that are not well covered by the original training set for model fine-tuning. Furthermore, we adopt a multi-stage fine-tuning strategy to simultaneously improve in-distribution (ID) and OOD performance, bridging the performance gap between them. DaRL has been deployed online to serve the Alipay's insurance product search. Both offline experiments on real-world industry data and online A/B testing show that DaRL effectively improves the performance of relevance modeling. © 2024 Elsevier B.V., All rights reserved.",large language model; out-of-distribution generalization; relevance modeling; search relevance,Conference paper,,removed,no,no,no,yes
"Long, X.; Zhang, J.; Shan, S.; Chen, X.",Rethinking the Evaluation of Out-of-Distribution Detection: A Sorites Paradox,2024,Advances in Neural Information Processing Systems,1,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105000490082&partnerID=40&md5=6a5780cdad7608271752fe6d9dd96c46,"Most existing out-of-distribution (OOD) detection benchmarks classify samples with novel labels as the OOD data. However, some marginal OOD samples actually have close semantic contents to the in-distribution (ID) sample, which makes determining the OOD sample a Sorites Paradox. In this paper, we construct a benchmark named Incremental Shift OOD (IS-OOD) to address the issue, in which we divide the test samples into subsets with different semantic and covariate shift degrees relative to the ID dataset. The data division is achieved through a shift measuring method based on our proposed Language Aligned Image feature Decomposition (LAID). Moreover, we construct a Synthetic Incremental Shift (Syn-IS) dataset that contains high-quality generated images with more diverse covariate contents to complement the IS-OOD benchmark. We evaluate current OOD detection methods on our benchmark and find several important insights: (1) The performance of most OOD detection methods significantly improves as the semantic shift increases; (2) Some methods like GradNorm may have different OOD detection mechanisms as they rely less on semantic shifts to make decisions; (3) Excessive covariate shifts in the image are also likely to be considered as OOD for some methods. Our code and data are released in https://github.com/qqwsad5/IS-OOD. © 2025 Elsevier B.V., All rights reserved.",,Conference paper,yes,no,no,no,no,no
"Caballero, E.; Gupta, K.; Rish, I.; Krueger, D.",BROKEN NEURAL SCALING LAWS,2023,,22,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85199876829&partnerID=40&md5=0a677e08728440fd5c9da185a2047dba,"We present a smoothly broken power law functional form (referred to by us as a broken neural scaling law (BNSL)) that accurately models and extrapolates the scaling behaviors of deep neural networks (i.e. how the evaluation metric of interest varies as the amount of compute used for training, number of model parameters, training dataset size, or upstream performance varies) for various architectures and for each of various tasks within a large and diverse set of upstream and downstream tasks, in zero-shot, prompted, and fine-tuned settings. This set includes large-scale vision, language, audio, video, diffusion, generative modeling, multimodal learning, contrastive learning, AI alignment, robotics, out-of-distribution (OOD) generalization, continual learning, uncertainty estimation/calibration, out-of-distribution detection, adversarial robustness, molecules, computer programming/coding, math word problems, arithmetic, unsupervised/self-supervised learning, and reinforcement learning (single agent and multi-agent). When compared to other functional forms for neural scaling behavior, this functional form yields extrapolations of scaling behavior that are considerably more accurate on this set. Moreover, this functional form accurately models and extrapolates scaling behavior that other functional forms are incapable of expressing such as the non-monotonic transitions present in the scaling behavior of phenomena such as double descent and the delayed, sharp inflection points present in the scaling behavior of tasks such as arithmetic. Lastly, we use this functional form to glean insights about the limit of the predictability of scaling behavior. See arXiv for longer version of this paper. Code is available at https://github.com/ethancaballero/broken_neural_scaling_laws. © 2024 Elsevier B.V., All rights reserved.",,Conference paper,,removed,no,no,no,no
"Yang, J.; Wang, H.; Feng, L.; Yan, X.; Zheng, H.; Zhang, W.; Liu, Z.",Semantically Coherent Out-of-Distribution Detection,2021,Proceedings of the IEEE International Conference on Computer Vision,116,10.1109/ICCV48922.2021.00819,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85118433540&doi=10.1109%2FICCV48922.2021.00819&partnerID=40&md5=a4a0ba90cba9bfa8d29ef621e64da034,"Current out-of-distribution (OOD) detection benchmarks are commonly built by defining one dataset as in-distribution (ID) and all others as OOD. However, these benchmarks unfortunately introduce some unwanted and impractical goals, e.g., to perfectly distinguish CIFAR dogs from ImageNet dogs, even though they have the same semantics and negligible covariate shifts. These unrealistic goals will result in an extremely narrow range of model capabilities, greatly limiting their use in real applications. To overcome these drawbacks, we re-design the benchmarks and propose the semantically coherent out-of-distribution detection (SC-OOD). On the SC-OOD benchmarks, existing methods suffer from large performance degradation, suggesting that they are extremely sensitive to low-level discrepancy between data sources while ignoring their inherent semantics. To develop an effective SC-OOD detection approach, we leverage an external unlabeled set and design a concise framework featured by unsupervised dual grouping (UDG) for the joint modeling of ID and OOD data. The proposed UDG can not only enrich the semantic knowledge of the model by exploiting unlabeled data in an unsupervised manner, but also distinguish ID/OOD samples to enhance ID classification and OOD detection tasks simultaneously. Extensive experiments demonstrate that our approach achieves the state-of-the-art performance on SC-OOD benchmarks. Code and benchmarks are provided on our project page: https://jingkang50.github.io/projects/scood. © 2022 Elsevier B.V., All rights reserved.",,Conference paper,yes,yes,no,yes ,no ,yes
"Averly, R.; Chao, W.-L.",Unified Out-Of-Distribution Detection: A Model-Specific Perspective,2023,Proceedings of the IEEE International Conference on Computer Vision,9,10.1109/ICCV51070.2023.00140,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85188289146&doi=10.1109%2FICCV51070.2023.00140&partnerID=40&md5=7734e9d33d68592ad366c3566920d104,"Out-of-distribution (OOD) detection aims to identify test examples that do not belong to the training distribution and are thus unlikely to be predicted reliably. Despite a plethora of existing works, most of them focused only on the scenario where OOD examples come from semantic shift (e.g., unseen categories), ignoring other possible causes (e.g., covariate shift). In this paper, we present a novel, unifying framework to study OOD detection in a broader scope. Instead of detecting OOD examples from a particular cause, we propose to detect examples that a deployed machine learning model (e.g., an image classifier) is unable to predict correctly. That is, whether a test example should be detected and rejected or not is ""model-specific"". We show that this framework unifies the detection of OOD examples caused by semantic shift and covariate shift, and closely addresses the concern of applying a machine learning model to uncontrolled environments. We provide an extensive analysis that involves a variety of models (e.g., different architectures and training strategies), sources of OOD examples, and OOD detection approaches, and reveal several insights into improving and understanding OOD detection in uncontrolled environments. © 2024 Elsevier B.V., All rights reserved.",,Conference paper,yes,yes,no,yes,no,yes
