Title,Publication Title,DOI,Authors,Year,Link,Type,read,Repeated,ACM,SCOPUS,IEEE,WOS
A survey of safety and trustworthiness of large language models through the lens of verification and validation,Artificial Intelligence Review,10.1007/s10462-024-10824-0,Xiaowei HuangWenjie RuanWei HuangGaojie JinYi DongChangshun WuSaddek BensalemRonghui MuYi QiXingyu ZhaoKaiwen CaiYanghao ZhangSihao WuPeipei XuDengyu WuAndre FreitasMustafa A. Mustafa,2024,https://link.springer.com/article/10.1007/s10462-024-10824-0,Article,,removed,no,no,no,no
Adversarial attacks and adversarial robustness in pre-trained deep learning models for disease diagnosis,International Journal of Machine Learning and Cybernetics,10.1007/s13042-025-02807-6,Dua’a M. AkhtomManmeet Mahinderjit SinghChew XinYing,2025,https://link.springer.com/article/10.1007/s13042-025-02807-6,Article,yes,moved,no,no,no,yes
Adversarial data splitting for domain generalization,Science China Information Sciences,10.1007/s11432-022-3857-5,Xiang GuJian SunZongben Xu,2023,https://link.springer.com/article/10.1007/s11432-022-3857-5,Article,yes,moved,no,no,no,yes
"A survey on deep learning for polyp segmentation: techniques, challenges and future trends",Visual Intelligence,10.1007/s44267-024-00071-w,Jiaxin MeiTao ZhouKaiwen HuangYizhe ZhangYi ZhouYe WuHuazhu Fu,2025,https://link.springer.com/article/10.1007/s44267-024-00071-w,Article,,removed,no,no,no,no
A survey on learning from graphs with heterophily: recent advances and future directions,Frontiers of Computer Science,10.1007/s11704-025-41059-z,Cheng-Hua GongYao ChengJian-Xiang YuCan XuCai-Hua ShanSi-Qiang LuoXiang Li,2025,https://link.springer.com/article/10.1007/s11704-025-41059-z,Article,,removed,no,no,no,no
A Survey: Limited Data Problem and Strategy of Reinforcement Learning,Proceedings of 2021 Chinese Intelligent Automation Conference,10.1007/978-981-16-6372-7_53,Zhe YangFengge WuJunsuo Zhao,2022,https://link.springer.com/chapter/10.1007/978-981-16-6372-7_53,Conference paper,,removed,no,no,no,no
A taxonomy and review of generalization research in NLP,Nature Machine Intelligence,10.1038/s42256-023-00729-y,Dieuwke HupkesMario GiulianelliVerna DankersMikel ArtetxeYanai ElazarTiago PimentelChristos ChristodoulopoulosKarim LasriNaomi SaphraArabella SinclairDennis UlmerFlorian SchottmannKhuyagbaatar BatsurenKaiser SunKoustuv SinhaLeila KhalatbariMaria RyskinaRita FrieskeRyan CotterellZhijing Jin,2023,https://link.springer.com/article/10.1038/s42256-023-00729-y,Article,,removed,no,no,no,no
Adversarial Sample Detection Through Neural Network Transport Dynamics,Machine Learning and Knowledge Discovery in Databases: Research Track,10.1007/978-3-031-43412-9_10,Skander KarkarPatrick GallinariAlain Rakotomamonjy,2023,https://link.springer.com/chapter/10.1007/978-3-031-43412-9_10,Conference paper,yes,moved,no,no,no,no
A Transfer Learning Approach for Fault Diagnosis Based on Frequency-Augmented Contrastive Learning,Knowledge Management and Acquisition for Intelligent Systems,10.1007/978-981-95-4575-9_10,Pengcheng LiaoShuang XingXiaofei BaiQun Chen,2025,https://link.springer.com/chapter/10.1007/978-981-95-4575-9_10,Conference paper,,removed,no,no,no,no
An Accurate Detection Is Not All You Need to&#xa0;Combat Label Noise in&#xa0;Web-Noisy Datasets,Computer Vision – ECCV 2024,10.1007/978-3-031-72967-6_4,Paul AlbertJack ValmadreEric ArazoTarun KrishnaNoel E. O’ConnorKevin McGuinness,2025,https://link.springer.com/chapter/10.1007/978-3-031-72967-6_4,Conference paper,yes,moved,no,no,no,no
A Unifying Framework for Novelty,A Unifying Framework for Formal Theories of Novelty,10.1007/978-3-031-33054-4_1,T. BoultD. S. PrijateljW. Scheirer,2024,https://link.springer.com/chapter/10.1007/978-3-031-33054-4_1,Chapter,,removed,no,no,no,no
A vision chip with complementary pathways for open-world sensing,Nature,10.1038/s41586-024-07358-4,Zheyu YangTaoyi WangYihan LinYuguo ChenHui ZengJing PeiJiazheng WangXue LiuYichun ZhouJianqiang ZhangXin WangXinhao LvRong ZhaoLuping Shi,2024,https://link.springer.com/article/10.1038/s41586-024-07358-4,Article,,removed,no,,,
A vision transformer for decoding surgeon activity from surgical videos,Nature Biomedical Engineering,10.1038/s41551-023-01010-8,Dani KiyassehRunzhuo MaTaseen F. HaqueBrian J. MilesChristian WagnerDaniel A. DonohoAnimashree AnandkumarAndrew J. Hung,2023,https://link.springer.com/article/10.1038/s41551-023-01010-8,Article,,removed,no,no,no,no
Achieving Group Fairness Under Erroneous Pseudo-labels of&#xa0;Sensitive Attributes,Neural Information Processing,10.1007/978-981-96-6966-0_7,Yulin CaiXiaoying ZhangHong XieXiaoyu ShiKewei ChenMingsheng Shang,2025,https://link.springer.com/chapter/10.1007/978-981-96-6966-0_7,Conference paper,,removed,no,no,no,no
ACMViz: a visual analytics approach to understand DRL-based autonomous control model,Journal of Visualization,10.1007/s12650-021-00793-9,Shiyu ChengXiaochen LiGuihua ShanBeifang NiuYang WangMaoKang Luo,2021,https://link.springer.com/article/10.1007/s12650-021-00793-9,Article,,removed,no,no,no,no
Active Learning for Unsupervised Domain Adaptation,Unsupervised Domain Adaptation,10.1007/978-981-97-1025-6_6,Jingjing LiLei ZhuZhekai Du,2024,https://link.springer.com/chapter/10.1007/978-981-97-1025-6_6,Chapter,,removed,no,no,no,no
Active learning graph neural networks for partial charge prediction of metal-organic frameworks via dropout Monte Carlo,npj Computational Materials,10.1038/s41524-024-01277-8,Stephan ThalerFelix MayrSiby ThomasAlessio GagliardiJulija Zavadlav,2024,https://link.springer.com/article/10.1038/s41524-024-01277-8,Article,,removed,no,no,no,no
Adaptable Conservative Q-Learning for&#xa0;Offline Reinforcement Learning,Pattern Recognition and Computer Vision,10.1007/978-981-99-8435-0_16,Lyn QiuXu LiLenghan LiangMingming SunJunchi Yan,2024,https://link.springer.com/chapter/10.1007/978-981-99-8435-0_16,Conference paper,,removed,no,no,no,no
Adaptation of state-of-the-art neural network architectures to interference fringe reduction in absorption spectroscopy,Applied Physics B,10.1007/s00340-024-08225-w,Lenard L. Röder,2024,https://link.springer.com/article/10.1007/s00340-024-08225-w,Article,,removed,no,no,no,no
An Empirical Study on Multi-domain Robust Semantic Segmentation,International Journal of Computer Vision,10.1007/s11263-024-02100-z,Yajie LiuPu GeQingjie LiuShichao FanYunhong Wang,2024,https://link.springer.com/article/10.1007/s11263-024-02100-z,Article,yes,moved,no,no,no,no
Adapting Vision-Language Models to&#xa0;Open Classes via Test-Time Prompt Tuning,Pattern Recognition and Computer Vision,10.1007/978-981-97-8620-6_30,Zhengqing GaoXiang AoXu-Yao ZhangCheng-Lin Liu,2025,https://link.springer.com/chapter/10.1007/978-981-97-8620-6_30,Conference paper,,removed,no,no,no,no
Adaptive bidirectional planning framework for enhanced safety and robust decision-making in autonomous navigation systems,The Journal of Supercomputing,10.1007/s11227-025-07389-2,Daoming YuShaowen WangYao XuTianqi WangJiaxin Zou,2025,https://link.springer.com/article/10.1007/s11227-025-07389-2,Article,,removed,no,no,no,no
Adaptive Expert Models for&#xa0;Federated Learning,Trustworthy Federated Learning,10.1007/978-3-031-28996-5_1,Martin IsakssonEdvin Listo ZecRickard CösterDaniel GillbladSarunas Girdzijauskas,2023,https://link.springer.com/chapter/10.1007/978-3-031-28996-5_1,Conference paper,,removed,no,no,no,no
An intensity-based self-supervised domain adaptation method for intervertebral disc segmentation in magnetic resonance imaging,International Journal of Computer Assisted Radiology and Surgery,10.1007/s11548-024-03219-7,Maria Chiara FiorentinoFrancesca Pia VillaniRafael Benito HerceMiguel Angel González BallesterAdriano ManciniKaren López-Linares Román,2024,https://link.springer.com/article/10.1007/s11548-024-03219-7,Article,yes,moved,no,no,no,no
Analysing Satellite Imagery Classification under Spatial Domain Shift across Geographic Regions,International Journal of Computer Vision,10.1007/s11263-025-02518-z,Sara A. Al-EmadiYin YangFerda Ofli,2025,https://link.springer.com/article/10.1007/s11263-025-02518-z,Article,yes,moved,no,no,no,yes
Anomaly Segmentation in Foggy Weather for Autonomous Driving with Adaptive Learnable Filters,Data Science,10.1007/978-981-97-8749-4_21,Lina LingMi WenZhou Zhu,2024,https://link.springer.com/chapter/10.1007/978-981-97-8749-4_21,Conference paper,yes,moved,no,no,no,no
AnoVox: A Benchmark for&#xa0;Multimodal Anomaly Detection in&#xa0;Autonomous Driving,Computer Vision – ECCV 2024 Workshops,10.1007/978-3-031-91767-7_15,Daniel BogdollIramm HamdardLukas Namgyu RößlerFelix GeislerMuhammed BayramFelix WangJan ImhofMiguel de CamposAnushervon TabarovYitian YangMartin GontscharowHanno GottschalkJ. Marius Zöllner,2025,https://link.springer.com/chapter/10.1007/978-3-031-91767-7_15,Conference paper,yes,moved,no,no,no,no
Advances in deep neural network-based hyperspectral image classification and feature learning with limited samples: a survey,Applied Intelligence,10.1007/s10489-024-06139-w,Farhan UllahIrfan UllahKhalil KhanSalabat KhanFarhan Amin,2025,https://link.springer.com/article/10.1007/s10489-024-06139-w,Article,,removed,no,no,no,no
Appearance-based Debiasing of Deep Learning Models in Medical Imaging,Bildverarbeitung für die Medizin 2024,10.1007/978-3-658-44037-4_9,Frauke WilmMarcel ReimannOliver TaubmannAlexander MühlbergKatharina Breininger,2024,https://link.springer.com/chapter/10.1007/978-3-658-44037-4_9,Conference paper,yes,moved,no,no,no,yes
Approaches to Uncertainty Quantification in Federated Deep Learning,Machine Learning and Principles and Practice of Knowledge Discovery in Databases,10.1007/978-3-030-93736-2_12,Florian LinsnerLinara AdilovaSina DäubenerMichael KampAsja Fischer,2021,https://link.springer.com/chapter/10.1007/978-3-030-93736-2_12,Conference paper,yes,moved,no,no,no,no
Artifact-Based Domain Generalization of&#xa0;Skin Lesion Models,Computer Vision – ECCV 2022 Workshops,10.1007/978-3-031-25069-9_10,Alceu BissotoCatarina BarataEduardo ValleSandra Avila,2023,https://link.springer.com/chapter/10.1007/978-3-031-25069-9_10,Conference paper,yes,moved,no,no,no,no
"Adversarial machine learning: a review of methods, tools, and critical industry sectors",Artificial Intelligence Review,10.1007/s10462-025-11147-4,Sotiris PelekisThanos KoutroubasAfroditi BlikaAnastasis BerdelisEvangelos KarakolisChristos NtanosEvangelos SpiliotisDimitris Askounis,2025,https://link.springer.com/article/10.1007/s10462-025-11147-4,Article,,removed,no,no,no,no
ATOM: Robustifying Out-of-Distribution Detection Using Outlier Mining,Machine Learning and Knowledge Discovery in Databases. Research Track,10.1007/978-3-030-86523-8_26,Jiefeng ChenYixuan LiXi WuYingyu LiangSomesh Jha,2021,https://link.springer.com/chapter/10.1007/978-3-030-86523-8_26,Conference paper,yes,moved,no,no,no,no
Augmenting Softmax Information for&#xa0;Selective Classification with&#xa0;Out-of-Distribution Data,Computer Vision – ACCV 2022,10.1007/978-3-031-26351-4_40,Guoxuan XiaChristos-Savvas Bouganis,2023,https://link.springer.com/chapter/10.1007/978-3-031-26351-4_40,Conference paper,yes,moved,no,no,no,no
Augmenting the Softmax with Additional Confidence Scores for Improved Selective Classification with Out-of-Distribution Data,International Journal of Computer Vision,10.1007/s11263-024-02029-3,Guoxuan XiaChristos-Savvas Bouganis,2024,https://link.springer.com/article/10.1007/s11263-024-02029-3,Article,yes,moved,no,no,no,yes
AI Hazard Management: A Framework for&#xa0;the&#xa0;Systematic Management of&#xa0;Root Causes for&#xa0;AI Risks,"Frontiers of Artificial Intelligence, Ethics, and Multidisciplinary Applications",10.1007/978-981-99-9836-4_27,Ronald SchnitzerAndreas HapfelmeierSven GaubeSonja Zillner,2024,https://link.springer.com/chapter/10.1007/978-981-99-9836-4_27,Conference paper,,removed,no,no,no,no
ALERT: A Framework for&#xa0;Efficient Extraction of&#xa0;Attack Techniques from&#xa0;Cyber Threat Intelligence Reports Using Active Learning,Data and Applications Security and Privacy XXXVIII,10.1007/978-3-031-65172-4_13,Fariha Ishrat RahmanSadaf Md HalimAnoop SinghalLatifur Khan,2024,https://link.springer.com/chapter/10.1007/978-3-031-65172-4_13,Conference paper,,removed,no,no,no,no
Algorithmic fairness in artificial intelligence for medicine and healthcare,Nature Biomedical Engineering,10.1038/s41551-023-01056-8,Richard J. ChenJudy J. WangDrew F. K. WilliamsonTiffany Y. ChenJana LipkovaMing Y. LuSharifa SahaiFaisal Mahmood,2023,https://link.springer.com/article/10.1038/s41551-023-01056-8,Article,,removed,no,no,no,no
Alignclip: navigating the misalignments for robust vision-language generalization,Machine Learning,10.1007/s10994-025-06742-z,Zhongyi HanGongxu LuoHao SunYaqian LiBo HanMingming GongKun ZhangTongliang Liu,2025,https://link.springer.com/article/10.1007/s10994-025-06742-z,Article,,removed,no,no,no,no
Automatic correction of performance drift under acquisition shift in medical image classification,Nature Communications,10.1038/s41467-023-42396-y,Mélanie RoschewitzGalvin KharaJoe YearsleyNisha SharmaJonathan J. JamesÉva AmbrózayAdam HerouxPeter KecskemethyTobias RijkenBen Glocker,2023,https://link.springer.com/article/10.1038/s41467-023-42396-y,Article,yes,moved,no,no,no,no
An Analysis of Offline Model-Based Learning with Action Noise,Journal of Scientific Computing,10.1007/s10915-025-02873-6,Haoya LiTanmay GangwaniLexing Ying,2025,https://link.springer.com/article/10.1007/s10915-025-02873-6,Article,,removed,no,no,no,no
A Bayesian multiscale CNN framework to predict local stress fields in structures with microscale features,Computational Mechanics,10.1007/s00466-021-02112-3,Vasilis KrokosViet Bui XuanStéphane P. A. BordasPhilippe YoungPierre Kerfriden,2021,https://link.springer.com/article/10.1007/s00466-021-02112-3,Article,,removed,no,no,no,no
AutoSeg - Steering the Inductive Biases for Automatic Pathology Segmentation,"Biomedical Image Registration, Domain Generalisation and Out-of-Distribution Analysis",10.1007/978-3-030-97281-3_19,Felix MeissenGeorgios KaissisDaniel Rueckert,2022,https://link.springer.com/chapter/10.1007/978-3-030-97281-3_19,Conference paper,yes,moved,no,no,no,no
An Offline Modeling Approach to Air Combat Maneuvering Policy,Advances in Swarm Intelligence,10.1007/978-981-97-7184-4_32,Zhu ZiqiangFu YupengDeng XiangyangXu Tao,2024,https://link.springer.com/chapter/10.1007/978-981-97-7184-4_32,Conference paper,,removed,no,no,no,no
Benchmarking Scalable Epistemic Uncertainty Quantification in&#xa0;Organ Segmentation,Uncertainty for Safe Utilization of Machine Learning in Medical Imaging,10.1007/978-3-031-44336-7_6,Jadie AdamsShireen Y. Elhabian,2023,https://link.springer.com/chapter/10.1007/978-3-031-44336-7_6,Conference paper,yes,moved,no,no,no,no
Bootstrap Generalization Ability from&#xa0;Loss Landscape Perspective,Computer Vision – ECCV 2022 Workshops,10.1007/978-3-031-25075-0_34,Huanran ChenShitong ShaoZiyi WangZirui ShangJin ChenXiaofeng JiXinxiao Wu,2023,https://link.springer.com/chapter/10.1007/978-3-031-25075-0_34,Conference paper,yes,moved,no,no,no,no
Analysis and Comparison of Datasets by Leveraging Data Distributions in Latent Spaces,Deep Neural Networks and Data for Automated Driving,10.1007/978-3-031-01233-4_3,Hanno StageLennart RiesJacob LangnerStefan OttenEric Sax,2022,https://link.springer.com/chapter/10.1007/978-3-031-01233-4_3,Chapter,,removed,no,no,no,no
Box-Based Monitor Approach for&#xa0;Out-of-Distribution Detection in&#xa0;YOLO: An Exploratory Study,Runtime Verification,10.1007/978-3-031-74234-7_15,Weicheng HeChangshun WuSaddek Bensalem,2025,https://link.springer.com/chapter/10.1007/978-3-031-74234-7_15,Conference paper,yes,moved,no,no,no,no
Breaking Down&#xa0;Covariate Shift on&#xa0;Pneumothorax Chest X-Ray Classification,Uncertainty for Safe Utilization of Machine Learning in Medical Imaging,10.1007/978-3-031-44336-7_16,Bogdan BerceanAlexandru BuburuzanAndreea BirhalaCristian AvramescuAndrei TenescuMarius Marcu,2023,https://link.springer.com/chapter/10.1007/978-3-031-44336-7_16,Conference paper,yes,moved,no,no,no,no
Bridging the&#xa0;Domain Gap Towards Generalization in&#xa0;Automatic Colorization,Computer Vision – ECCV 2022,10.1007/978-3-031-19790-1_32,Hyejin LeeDaehee KimDaeun LeeJinkyu KimJaekoo Lee,2022,https://link.springer.com/chapter/10.1007/978-3-031-19790-1_32,Conference paper,yes,moved,no,no,no,no
Application of generative adversarial networks (GAN) for ophthalmology image domains: a survey,Eye and Vision,10.1186/s40662-022-00277-3,Aram YouJin Kuk KimIk Hee RyuTae Keun Yoo,2022,https://link.springer.com/article/10.1186/s40662-022-00277-3,Article,,removed,no,no,no,no
Applying genomic AI to combat antibiotic resistance in low-income countries,Nature Machine Intelligence,10.1038/s42256-025-01108-5,Dickson Aruhomukama,2025,https://link.springer.com/article/10.1038/s42256-025-01108-5,Article,,removed,no,no,no,no
Can AI distinguish a bone radiograph from photos of flowers or cars? Evaluation of bone age deep learning model on inappropriate data inputs,Skeletal Radiology,10.1007/s00256-021-03880-y,Paul H. YiAnirudh ArunNima Hafezi-NejadGarry ChoyHaris I. SairFerdinand K. HuiJan Fritz,2021,https://link.springer.com/article/10.1007/s00256-021-03880-y,Article,yes,moved,no,no,no,no
APS: An Adaptive Policy Switching Framework to&#xa0;Improve the&#xa0;Generalization of&#xa0;Branching Policy,Neural Information Processing,10.1007/978-981-96-6576-1_25,Ce ZhangDapeng LiLin LinXinyue LuGuoliang Fan,2025,https://link.springer.com/chapter/10.1007/978-981-96-6576-1_25,Conference paper,,removed,no,no,no,no
ARB-ABD: Robust Medical Image Segmentation with Adversarial and Boundary Enhancement,Advanced Intelligent Computing Technology and Applications,10.1007/978-981-95-0036-9_36,Jing-Rui XuZheng-Yue SongCheng-Le Qu,2025,https://link.springer.com/chapter/10.1007/978-981-95-0036-9_36,Conference paper,,removed,no,no,no,no
Can You Trust Predictive Uncertainty Under Real Dataset Shifts in Digital Pathology?,Medical Image Computing and Computer Assisted Intervention – MICCAI 2020,10.1007/978-3-030-59710-8_80,Jeppe ThagaardSøren HaubergBert van der VegtThomas EbstrupJohan D. HansenAnders B. Dahl,2020,https://link.springer.com/chapter/10.1007/978-3-030-59710-8_80,Conference paper,yes,moved,no,no,no,no
Can Your Generative Model Detect Out-of-Distribution Covariate Shift?,Computer Vision – ECCV 2024 Workshops,10.1007/978-3-031-91585-7_12,Christiaan ViviersAmaan ValiuddinFrancisco CaetanoLemar AbdiLena FilatovaPeter de WithFons van der Sommen,2025,https://link.springer.com/chapter/10.1007/978-3-031-91585-7_12,Conference paper,yes,moved,yes,yes,no,yes
AROID: Improving Adversarial Robustness Through Online Instance-Wise Data Augmentation,International Journal of Computer Vision,10.1007/s11263-024-02206-4,Lin LiJianing QiuMichael Spratling,2024,https://link.springer.com/article/10.1007/s11263-024-02206-4,Article,,removed,no,no,no,no
Causal Inference with Sample Balancing for Out-of-Distribution Detection in Visual Classification,Artificial Intelligence,10.1007/978-3-031-20497-5_47,Yuqing WangXiangxian LiHaokai MaZhuang QiXiangxu MengLei Meng,2022,https://link.springer.com/chapter/10.1007/978-3-031-20497-5_47,Conference paper,yes,moved,no,yes,no,no
Artificial intelligence sepsis prediction algorithm learns to say “I don’t know”,npj Digital Medicine,10.1038/s41746-021-00504-6,Supreeth P. ShashikumarGabriel WardiAtul MalhotraShamim Nemati,2021,https://link.springer.com/article/10.1038/s41746-021-00504-6,Article,,removed,no,no,no,no
Causality matters in medical imaging,Nature Communications,10.1038/s41467-020-17478-w,Daniel C. CastroIan WalkerBen Glocker,2020,https://link.springer.com/article/10.1038/s41467-020-17478-w,Article,yes,moved,no,no,no,no
Assigning multiple labels of sustainable development goals to open educational resources for sustainability education,Education and Information Technologies,10.1007/s10639-024-12566-6,Rui YaoMeilin TianChi-Un LeiDickson K. W. Chiu,2024,https://link.springer.com/article/10.1007/s10639-024-12566-6,Article,,removed,no,no,no,no
Assured Resilience in Autonomous Systems – Machine Learning Methods for Reliable Perception,Unlocking Artificial Intelligence,10.1007/978-3-031-64832-8_9,Gereon WeissJens GansloserAdrian SchwaigerMaximilian Schwaiger,2024,https://link.springer.com/chapter/10.1007/978-3-031-64832-8_9,Chapter,,removed,no,no,no,no
Center transfer for supervised domain adaptation,Applied Intelligence,10.1007/s10489-022-04414-2,Xiuyu HuangNan ZhouJian HuangHuaidong ZhangWitold PedryczKup-Sze Choi,2023,https://link.springer.com/article/10.1007/s10489-022-04414-2,Article,yes,moved,no,no,no,no
Attention-based causal representation learning for out-of-distribution recommendation,Applied Intelligence,10.1007/s10489-024-05835-x,Yuehua GanQianqian WangZhejun HuangLili Yang,2024,https://link.springer.com/article/10.1007/s10489-024-05835-x,Article,,removed,no,no,no,yes
Augmented classification for electrical coil winding defects,The International Journal of Advanced Manufacturing Technology,10.1007/s00170-022-08671-w,Michael FarnsworthDivya TiwariZe ZhangGeraint W. JewellAshutosh Tiwari,2022,https://link.springer.com/article/10.1007/s00170-022-08671-w,Article,,removed,no,no,no,no
Augmented drug combination dataset to improve the performance of machine learning models predicting synergistic anticancer effects,Scientific Reports,10.1038/s41598-024-51940-9,Mengmeng LiuGopal SrivastavaJ. RamanujamMichal Brylinski,2024,https://link.springer.com/article/10.1038/s41598-024-51940-9,Article,,removed,no,no,no,no
Class Is Invariant to&#xa0;Context and&#xa0;Vice Versa: On Learning Invariance for&#xa0;Out-Of-Distribution Generalization,Computer Vision – ECCV 2022,10.1007/978-3-031-19806-9_6,Jiaxin QiKaihua TangQianru SunXian-Sheng HuaHanwang Zhang,2022,https://link.springer.com/chapter/10.1007/978-3-031-19806-9_6,Conference paper,yes,moved,no,no,no,no
Classification of incunable glyphs and out-of-distribution detection with joint energy-based models,International Journal on Document Analysis and Recognition (IJDAR),10.1007/s10032-023-00442-x,Florian KordonNikolaus WeichselbaumerRandall HerzStephen MossmanEdward PottenMathias SeuretMartin MayrVincent Christlein,2023,https://link.springer.com/article/10.1007/s10032-023-00442-x,Article,yes,moved,no,no,no,no
Automated deep learning-based AMD detection and staging in real-world OCT datasets (PINNACLE study report 5),Scientific Reports,10.1038/s41598-023-46626-7,Oliver LeingangSophie RiedlJulia MaiGregor S. ReiterGeorg FaustmannPhilipp FuchsHendrik P. N. SchollSobha SivaprasadDaniel RueckertAndrew LoteryUrsula Schmidt-ErfurthHrvoje Bogunović,2023,https://link.springer.com/article/10.1038/s41598-023-46626-7,Article,,removed,no,no,no,no
Automated mood disorder symptoms monitoring from multivariate time-series sensory data: getting the full picture beyond a single number,Translational Psychiatry,10.1038/s41398-024-02876-1,Filippo CorponiBryan M. LiGerard AnmellaAriadna MasIsabella PacchiarottiMarc ValentíIria GrandeAntoni BenabarreMarina GarrigaEduard VietaStephen M. LawrieHeather C. WhalleyDiego Hidalgo-MazzeiAntonio Vergari,2024,https://link.springer.com/article/10.1038/s41398-024-02876-1,Article,,removed,no,no,no,no
CMG: A Class-Mixed Generation Approach to&#xa0;Out-of-Distribution Detection,Machine Learning and Knowledge Discovery in Databases,10.1007/978-3-031-26412-2_31,Mengyu WangYijia ShaoHaowei LinWenpeng HuBing Liu,2023,https://link.springer.com/chapter/10.1007/978-3-031-26412-2_31,Conference paper,yes,moved,no,no,no,no
